Интернет технологии, ООО, сервисный центр СКБ Контур;Регистрация / ликвидация предприятий;+7(4162) 58-06-10,+7(4162) 38-70-48;http://kontur-extern.ru;kontur_it@mail.ru;Горького, 175а;Бухгалтерские услуги | Продажа программного обеспечения | Бухгалтерские программы | Регистрация \ ликвидация предприятий;
Тихий океан, торгово-производственная компания;Рыба / Морепродукты;;;;Новотроицкое шоссе 1 км, 1 к2;Рыба \ Морепродукты | Консервированная продукция;
Mary Kay, косметическая компания;Косметика / Парфюмерия;+7(4162) 54-32-27,8-962-284-32-27;http://marykay.ru;;Ленина, 115;Косметика \ Парфюмерия;
Пункт авторазбора, ИП Айвазян П.П.;Авторазборы;+7(4162) 34-34-38;;;Ленина, 261\1;Авторазборы;
Пункт авторазбора, ИП Амбарян С.Р.;Авторазборы;+7(4162) 35-24-48;;;Мухина, 150\4;Авторазборы;
Автоскан, торгово-монтажная компания, ИП Голиков П.А.;Специализированное автооборудование;+7(4162) 31-00-71,8-914-603-67-44;;;Энергетическая, 3;Навигационное оборудование | Специализированное автооборудование;
Магазин автоэмалей, ИП Сизых С.А.;Автоэмали;;;;Чайковского, 209в;Автоэмали;
Восток-Моторс, ООО, торговая компания;Продажа легковых автомобилей;+7(4162) 36-43-33,+7(4162) 33-00-30;;vostoklada@amur.ru;Новотроицкое шоссе, 18;Продажа легковых автомобилей | Автозапчасти для иномарок | Автозапчасти для отечественных автомобилей;
ДВ Тайр, ООО, торговая компания;Автошины / Диски;+7(4162) 38-07-38;;;Пограничная, 159\1;Автошины \ Диски;
АРМ, мастерская по тонированию стекол и тюнингу;Тюнинг;+7(4162) 55-97-20,8-961-952-95-26;;;Мухина, 78\3;Тонирование автостёкол | Тюнинг | Стекло \ Зеркала;
Автомойка, ИП Бовшик Л.Н.;Автомойки;+7(4162) 21-07-20;;;Рёлочный пер, 24;Автомойки;
У Макса, автохимчистка;Автомойки;8-924-448-87-77,8-924-441-81-77;;;Новотроицкое шоссе, 10;Автомойки;
Пункт авторазбора и продажи автозапчастей, ИП Миненок Ю.А.;Контрактные автозапчасти;+7(4162) 34-39-34,+7(4162) 58-43-43;;;Кольцевая, 61 к2;Авторазборы | Контрактные автозапчасти;
Blackton, автомастерская;Тонирование автостёкол;+7(4162) 54-85-65,8-962-284-85-65;;;Шевченко, 70\1;Тонирование автостёкол | Кузовной ремонт;
Автолидер, автомастерская;Ремонт ходовой части автомобиля;+7(4162) 21-18-00,+7(4162) 38-29-39;;;Тепличная, 5а;Ремонт ходовой части автомобиля | Ремонт дизельных двигателей | Ремонт бензиновых двигателей;
Автомастерская, ИП Самсель А.В.;Ремонт ходовой части автомобиля;8-924-672-04-65;;;Кольцевая, 24;Ремонт ходовой части автомобиля | Ремонт бензиновых двигателей | Ремонт дизельных двигателей | Аппаратная замена масла;
Ключ, мастерская;Ремонт топливной аппаратуры дизельных двигателей;+7(4162) 359-333;;;Мухина, 150\2;Ремонт грузовых автомобилей | Ремонт спецавтотехники | Металлообработка;
Либхерр-Русланд, ООО;Спецавтотехника;+7(4162) 52-32-25,+7(4162) 52-32-24;http://liebherr.com;747847@bk.ru;Зейская, 237а;Горно-шахтное оборудование | Спецавтотехника | Запчасти для спецавтотехники | Ремонт спецавтотехники;
Прогресс, автомастерская;Установка / ремонт автостёкол;8-909-813-22-61;;;Студенческая, 6\3;Ремонт ходовой части автомобиля | Ремонт бензиновых двигателей | Ремонт дизельных двигателей;
Альфа-СПК, группа компаний;Строительное оборудование и техника;8-914-600-23-14,8-914-550-16-43,8-914-556-11-62;http://rpbada.com;info@rpbada.com;Калинина, 107;Спецавтотехника | Запчасти для спецавтотехники | Оборудование для энергосбережения | Горно-шахтное оборудование | Строительное оборудование и техника;
Автощит, ООО, автоцентр;Аппаратная замена масла;+7(4162) 54-23-24,+7(4162) 42-21-37,8-909-811-98-33;;;Текстильная, 48;Автозапчасти для иномарок | Автоаксессуары | Аппаратная замена масла;
Автоювелир, автомастерская;Кузовной ремонт;+7(4162) 31-31-09,8-965-671-31-09;;;Горького, 26\4;Кузовной ремонт;
Аргон, производственно-монтажная компания;Сварочные работы;+7(4162) 54-45-35,+7(4162) 57-88-75;;argon-dubko@yandex.ru;Промышленная, 11;Металлоизделия | Сварочные работы;
Восток-Моторс, автомастерская;Ремонт ходовой части автомобиля;+7(4162) 36-43-33,+7(4162) 33-00-30;;;Новотроицкое шоссе, 18;Авторемонт и техобслуживание (СТО) | Аппаратная замена масла | Ремонт АКПП | Ремонт бензиновых двигателей | Ремонт ходовой части автомобиля;
Oriflame, косметическая компания;Косметика / Парфюмерия;8-800-200-00-02,8-962-295-08-77;http://oriflame.ru;;Ленина, 108;Косметика \ Парфюмерия;
Желтый бокс, магазин оборудования и автотоваров;Оборудование для автосервиса;+7(4162) 33-09-08;;;Свободная, 30;Оборудование для автосервиса | Автохимия \ Масла | Автозапчасти для иномарок;
Oriflame, косметическая компания;Косметика / Парфюмерия;8-800-200-00-02,+7(4162) 55-01-41,+7(4162) 37-02-12;http://oriflame.ru;;Амурская, 150;Косметика \ Парфюмерия;
Oriflame, косметическая компания;Косметика / Парфюмерия;8-800-200-00-02;http://oriflame.ru;;50 лет Октября, 42\2;Косметика \ Парфюмерия;
Либхерр-Русланд, ООО;Спецавтотехника;8-914-429-48-89;http://liebherr.com;747847@bk.ru;Пограничная, 183;Горно-шахтное оборудование | Спецавтотехника | Запчасти для спецавтотехники | Ремонт спецавтотехники;
Земля и Право, ООО, агентство недвижимости и юридических услуг;Регистрация / ликвидация предприятий;+7(4162) 22-17-09,+7(4162) 55-32-01;;centr_zempravo@mail.ru;Богдана Хмельницкого, 31;Агентства недвижимости | Оформление недвижимости \ земли | Ведение дел в судах | Оценка собственности | Регистрация \ ликвидация предприятий;
Агентство переводов, ИП Медова Н.Г.;Перевод с иностранных языков;+7(4162) 225-440,8-914-567-90-80;;;Лазо, 1;Перевод с иностранных языков;
Тюфяк, компания по производству бескаркасной мебели;Мебель мягкая;+7(4162) 38-34-78;;kreclo.gru@mail.ru;Песчаная, 124\1;Изготовление мебели под заказ | Бескаркасная мебель;
Дом Денег, ООО, центр микрофинансирования;Микрофинансирование;+7(4162) 57-88-88;;;Амурская, 168;Микрофинансирование;
Центр культуры и досуга, пос. Новотроицкое;Библиотеки;+7(4162) 39-57-95;;;Гагарина, 17;Библиотеки;
Фельдшерско-акушерский пункт, с. Верхнеблаговещенское;Фельдшерско-акушерские пункты;;;;Ленина, 99\2;Фельдшерско-акушерские пункты;
Фельдшерско-акушерский пункт, с. Новотроицкое;Фельдшерско-акушерские пункты;+7(4162) 39-57-21;;;Гагарина, 6а;Фельдшерско-акушерские пункты;
Фельдшерско-акушерский пункт, с. Игнатьево;Фельдшерско-акушерские пункты;+7(4162) 39-50-21;;;Школьная, 2\2;Фельдшерско-акушерские пункты;
Тепличный, сельскохозяйственный производственный кооператив;Семена / Посадочный материал;+7(4162) 44-95-54,+7(4162) 59-00-08;;tiplichny@bk.ru;Тепличная, 1;Овощи \ Фрукты \ Ягоды \ Грибы | Семена \ Посадочный материал;
Музей гражданской авиации Амурской области;Музеи;+7(4162) 392-497,+7(4162) 392-145,+7(4162) 392-695;;;Аэропорт, 9;Музеи;
Фламинго, кулинарный цех;Кулинария;+7(4162) 51-63-63,+7(4162) 52-07-80;;;Нагорная, 17;Кулинария | Доставка готовых блюд;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Амурская, 133\1;Банкоматы;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Ленина, 153\1;Банкоматы;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Ленина, 80\1;Банкоматы;
Амурфармация, сеть аптек;Аптеки;+7(4162) 51-33-33,+7(4162) 52-05-56,+7(4162) 52-41-15;;;Нагорная, 1;Аптеки;
Благовещенский линейный отдел полиции, пос. Аэропорт;Отделения полиции;+7(4162) 39-25-35,+7(4162) 39-23-21,+7(4162) 39-23-03;;;Аэропорт, 10;Отделения полиции;
555, автомастерская;Кузовной ремонт;8-914-600-65-55;;;Студенческая, 16;Кузовной ремонт;
Шиномонтажная мастерская, ИП Смирнова А.С.;Шиномонтаж;8-962-284-23-66;;;Пионерская, 159\2;Шиномонтаж;
Шиномонтажная мастерская, ИП Грибенюк Т.Б.;Шиномонтаж;+7(4162) 34-34-15;;;Пионерская, 159\2;Шиномонтаж;
Лидер, автосервис;Эвакуация автомобилей;8-924-344-87-77,+7(4162) 21-31-77;;;Студенческая, 11;Ремонт ходовой части автомобиля | Развал \ Схождение | Ремонт бензиновых двигателей | Ремонт автоэлектрики | Эвакуация автомобилей;
Экспресс, автоцентр;Шиномонтаж;+7(4162) 55-27-69,8-914-047-43-79;;;Игнатьевское шоссе, 10\1;Авторемонт и техобслуживание (СТО) | Развал \ Схождение | Ремонт ходовой части автомобиля | Ремонт бензиновых двигателей | Шиномонтаж;
Автомастерская, ИП Гарифулин Р.В.;Кузовной ремонт;8-909-810-54-10,8-914-563-39-69;;;Гражданская, 121\2;Кузовной ремонт;
Автомастерская, ИП Барышко А.Е.;Ремонт дизельных двигателей;8-914-565-86-10;;;Горького, 2;Ремонт бензиновых двигателей | Ремонт дизельных двигателей;
Автомастерская, ИП Арефьев С.С.;Шиномонтаж;+7(4162) 34-14-16;;;Воронкова, 2;Шиномонтаж | Ремонт ходовой части автомобиля | Аппаратная замена масла;
Автомастерская, ИП Федеко М.В.;Ремонт ходовой части автомобиля;+7(4162) 54-99-26;;;Воронкова, 9\1;Ремонт ходовой части автомобиля | Развал \ Схождение;
Гардинал, ООО, ремонтная компания;Ремонт / отделка помещений;+7(4162) 59-18-18;;ooogardinal@yandex.ru;Пограничная, 126\1;Ремонт \ отделка помещений;
Торгово-производственная компания, ИП Бабинцев С.Е.;Теплоизоляционные материалы;+7(4162) 38-38-75,+7(4162) 38-86-86;;;Студенческая, 6\3;Теплоизоляционные материалы | Сэндвич-панели;
Максимум, магазин автоэмалей;Автоэмали;8-924-670-69-72;;;Северная, 266;Автоэмали;
Большой книжный, магазин;Учебная литература;+7(4162) 51-83-38;;;Амурская, 241;Книги | Учебная литература | Канцелярские товары | Игрушки | Товары для творчества и рукоделия;
Плюшкин, магазин;Учебная литература;+7(4162) 522-909;;;Театральная, 236;Книги | Учебная литература | Канцелярские товары | Игрушки | Товары для творчества и рукоделия;
МТС, сеть салонов продаж;Мобильные телефоны;8-800-250-08-90;http://amur.mts.ru;;Зейская, 181;Мобильные телефоны | Аксессуары к мобильным телефонам;
МЕГАТЭК, торгово-экономическая компания;Таможенное оформление;+7(4162) 55-04-04;http://kitmag.ru;zapros@kitmag.ru;Энергетическая, 1;Спецавтотехника | Запчасти для спецавтотехники | Таможенное оформление | Организация внешнеэкономической деятельности;
Техника дома, магазин бытовой и цифровой техники;Фототовары;+7(4162) 21-58-58;;;Институтская, 7;Бытовая техника | Аудио- \ видеотехника | Фототовары;
Корея, магазин автозапчастей;Автозапчасти для иномарок;+7(4162) 57-57-00;;korea-r@mail.ru;Воронкова, 1;Автозапчасти для иномарок;
Цветочный рай, цветочный салон;Цветы;+7(4162) 345-346;;;Комсомольская, 52;Цветы | Доставка цветов;
Компания Полистирол плюс, производственная компания;Теплоизоляционные материалы;+7(4162) 770-777,+7(4162) 58-58-77;http://ko-pp.com;e345s@yandex.ru;Мухина, 150б;Сэндвич-панели | Теплоизоляционные материалы;
Росбезопасность, ООО, охранная компания;Услуги охраны;+7(4162) 52-08-08;;;Ленина, 213;Услуги охраны | Системы безопасности и охраны | Монтаж охранно-пожарных систем;
ПромСтройПроект, ООО;Проектирование инженерных систем;+7(4162) 42-21-68;;prom-stroiproekt@mail.ru;Горького, 42\2;Архитектурно-строительное проектирование;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Забурхановская, 100;Банкоматы;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Калинина, 114;Банкоматы;
Банкомат, Дальневосточный банк Сбербанка России, ОАО, Благовещенское отделение №8636;Банкоматы;;;;Святителя Иннокентия пер, 6;Банкоматы;
Стройподрядчик, ООО, ремонтно-строительная компания;Строительство административных зданий;+7(4162) 51-89-28,+7(4162) 53-29-21;;518928@mail.ru;Зейская, 90;Быстровозводимые здания \ сооружения | Строительство административных зданий | Строительство дач \ коттеджей | Реконструкция и капремонт зданий | Ремонт \ отделка помещений;
Благскуба, подводный центр;Дайвинг-центры;+7(4162) 38-61-35;http://blagscuba.ru;;Амурская, 191а;Дайвинг-центры | Товары для подводного плавания;
Бумажный цех, ИП Юст А.Г.;Бумажная упаковка;8-914-550-01-12,8-924-840-90-09;;;Заводская, 148\2;Бумага для полиграфии | Бумажная упаковка;
Strekozza+, танцевальная студия;Танцевальные школы;+7(4162) 54-69-23,8-963-804-70-30;;;Ленина, 167;Танцевальные школы;
Торгово-производственная компания, ИП Ли И.А.;Хозяйственные товары;+7(4162) 33-73-66,8-914-598-83-89;;amurperchatka@yandex.ru;Лазо, 91;Хозяйственные товары;
ДекоПласт, магазин отделочных материалов и инструмента;Электроинструмент;;;;Текстильная, 116;Магазины отделочных материалов | Стеновые панели | Межкомнатные двери | Сухие строительные смеси | Электроинструмент;
Лидер сервис, торгово-сервисная компания;Термопечать;+7(4162) 211-502;;liderblag@mail.ru;Зейская, 90;Ремонт компьютеров | Ремонт оргтехники | Термопечать | Оперативная полиграфия | Офисные АТС;
Автомастерская, ИП Самсоненко Д.С.;Ремонт / заправка автокондиционеров;8-924-679-18-73;;;Гражданская, 48;Кузовной ремонт | Ремонт \ заправка автокондиционеров;
Переулок Чай-КОФский, магазин кофе и чая;Чай / Кофе;;;;50 лет Октября, 61;Чай \ Кофе;
Переулок Чай-КОФский, магазин кофе и чая;Чай / Кофе;;;;Институтская, 1;Чай \ Кофе;
Фламинго, продовольственный магазин, ООО Сибиряк;Продовольственные магазины;+7(4162) 42-45-11;;;50 лет Октября, 210\2;Продовольственные магазины;
Чехов+, ООО, группа компаний;Торгово-выставочное оборудование;+7(4162) 20-12-15;;;Шимановского, 27;Торгово-выставочное оборудование | Стеллажи \ Витрины;
Чехов, рекламное агентство;Шелкография;+7(4162) 20-12-39;http://chekhov-amur.ru;chekhov.amur@gmail.com;Шимановского, 27;Изготовление рекламных конструкций | Размещение рекламы на транспорте | Световая реклама | Изготовление бизнес-сувениров | Оперативная полиграфия;
Золотой колос, гостиница;Гостиницы;8-963-815-75-44;;;Воронкова, 11;Гостиницы;
Внешпромбанк, ООО;Кассы обмена валют;+7(4162) 424-999,+7(4162) 420-999,+7(4162) 421-999;http://feib.ru;;Ленина, 42;Банки | Кассы обмена валют | Ипотека \ Жилищное кредитование;
Причал, туристическая база, Представительство в городе;Базы отдыха;+7(4162) 38-18-02;;;Пушкина, 189;Базы отдыха;
КондитерОптТорг, ООО, торговая компания;Кондитерские изделия;;;konditer_amur@mail.ru;Студенческая, 16\5;Кондитерские изделия;
Максимед, ООО, торговая компания;Медицинское оборудование / инструмент;+7(4162) 770-846,8-924-670-26-64;http://maximed-dv.ru;amdez@rambler.ru;Заводская, 154;Медицинское оборудование \ инструмент | Медицинские расходные материалы | Медицинские приборы \ аппараты;
Фабрика потолкофф, торгово-производственная компания;Продажа / монтаж потолков;+7(4162) 55-42-62;http://ooo-potolkoff.ru;;Ромненский пер, 14;Продажа \ монтаж потолков;
АзияИмпэкс, ООО, торговая компания;Упаковочные материалы;8-914-556-21-24,8-914-577-77-09,8-924-844-94-04;http://izknr.ru;8009772@mail.ru;Энергетическая, 1;Продажа грузовых автомобилей | Спецавтотехника | Оборудование для предприятий общественного питания | Упаковочные материалы;
Почтовое отделение, с. Чигири;Почтовые отделения;+7(4162) 59-05-23;;;Центральная, 11;Почтовые отделения;
Почтовое отделение, с. Новотроицкое;Почтовые отделения;+7(4162) 39-57-33;;;Гагарина, 1;Почтовые отделения;
Почтовое отделение, с. Марково;Почтовые отделения;;;;Чумакова, 22;Почтовые отделения;
Городская поликлиника №2;Поликлиники взрослые;+7(4162) 44-40-03,+7(4162) 25-28-34;;;Литер, 25;Поликлиники взрослые;
Белая ворона, рекламная студия;Шелкография;+7(4162) 502-667,8-914-551-65-42,+7(4162) 58-75-33;;89145516542@mail.ru;Калинина, 10;Изготовление рекламных конструкций | Световая реклама | Изготовление бизнес-сувениров | Оперативная полиграфия | Послепечатная обработка;
Другие Цены, сеть магазинов, Офис;Посуда;;;elnab@mail.ru;Калинина, 103;Бытовая химия | Косметика \ Парфюмерия | Постельные принадлежности \ Текстиль для дома;
Талисман, служба заказа легкового транспорта;Заказ пассажирского легкового транспорта;+7(4162) 340-540,+7(4162) 211-150,+7(4162) 500-270;;;Мичурина, 17\1;Заказ пассажирского легкового транспорта;
Серышевские, сеть продуктовых магазинов;Продовольственные магазины;+7(4162) 37-36-36;;;Амурская, 34;Продовольственные магазины;
АЗС НК Альянс, №1;Автозаправочные станции (АЗС);;http://anp.aoil.ru;secretary@amnp.ru;Кольцевая, 17\3;Автозаправочные станции (АЗС);
ЭлектроСвязьМонтаж, монтажная компания;Электромонтажные работы;+7(4162) 37-93-33,+7(4162) 54-39-99;;esm-bl@yandex.ru;Текстильная, 49;Электромонтажные работы | Монтаж систем отопления \ водоснабжения \ канализации | Монтаж климатических систем | Монтаж охранно-пожарных систем;
Бассейн, Амурская областная ДЮСШ;Бассейны;+7(4162) 33-86-26;;;Рёлочная, 26;Бассейны;
Энергетик, детский оздоровительный лагерь, Местоположение;Детские лагеря;+7(4162) 39-95-51,+7(4162) 39-95-50;;;Мухинка, 1;Детские лагеря;
Областной архив системы образования Амурской области, ГБУ;Государственные архивы;+7(4162) 52-25-32,+7(4162) 52-30-25;;;Красноармейская, 53;Государственные архивы;
Ветеринарная аптека, ИП Труш Н.В.;Ветеринарные аптеки;;;;Игнатьевское шоссе, 6;Ветеринарные аптеки;
OLSEN-ZOO, зоомагазин;Зоотовары;+7(4162) 37-84-37;http://olsen-zoo.jimdo.com;;Зейская, 325;Зоотовары;
Торговая компания, ИП Романов Р.Ю.;Мясо / Полуфабрикаты;;;;Игнатьевское шоссе, 11;Мясо \ Полуфабрикаты | Колбасные изделия;
Торговая компания, ИП Романов Р.Ю.;Мясо / Полуфабрикаты;;;;Ленина, 75;Мясо \ Полуфабрикаты | Колбасные изделия;
Автотехник, магазин автозапчастей;Автозапчасти для иномарок;+7(4162) 349-900;;;Кантемирова, 23;Автозапчасти для иномарок;
Зодиак, гостиница;Гостиницы;+7(4162) 31-57-60;;;Чайковского, 7\1;Гостиницы;
Комфорт, гостиница;Гостиницы;+7(4162) 55-99-76;;;Шевченко, 131;Гостиницы;
Пушистый слон, торговая компания;Спортивное оборудование;+7(4162) 38-94-09,+7(4162) 37-78-15;http://детскаяплощадка.рф;okorsunova@yandex.ru;Лазо, 2;Детское игровое оборудование \ Аксессуары | Спортивное оборудование;
Секрет счастья, брачное агентство;Службы знакомств;+7(4162) 57-36-50;;;Горького, 172\1;Службы знакомств;
Зебра, рекламное агентство;Разработка / поддержка / продвижение web-сайтов;;http://studiozebra.ru;;50 лет Октября, 15;Изготовление рекламных конструкций | Размещение наружной рекламы | Разработка \ поддержка \ продвижение web-сайтов;
RDM, рекламно-полиграфическая компания, ООО Три колор;Широкоформатная печать / УФ-печать;+7(4162) 538-538,+7(4162) 59-33-00;http://rdmcolor.ru;rdmzakaz@bk.ru;Горького, 252;Полиграфические услуги | Широкоформатная печать \ УФ-печать | Оперативная полиграфия | Термопечать | Размещение рекламы на транспорте;
Лабиринт, мебельный салон;Мебель мягкая;8-962-284-29-88,+7(4162) 544-609;;;Горького, 155;Мебель корпусная | Мебель мягкая | Мебель для кухни | Детская мебель;
Магазин ортопедических матрасов, ИП Новикова Е.В.;Матрасы;+7(4162) 500-820,8-914-592-46-26;;;50 лет Октября, 15;Матрасы;
Ria Media, магазин медиапродукции;CD / DVD / BD;8-914-538-83-87;;;Театральная, 236;CD \ DVD \ BD;
Трезвоблага, информационно-методический центр;Общественные организации;8-909-883-10-00,8-914-538-90-45;http://trezvoblaga.ru;;Ленина, 97;Общественные организации;
Гинекологический кабинет, ИП Чикмарева Н.М.;Услуги гинеколога;8-914-575-53-92;;;Горького, 129;Услуги гинеколога;
Лор-кабинет, ИП Перегудова Л.Н.;Лечение ЛОР-заболеваний;8-924-672-67-74,+7(4162) 59-36-49,+7(4162) 52-04-20,+7(4162) 38-55-23;http://амурслух.рф;amursluh@mail.ru;Кантемирова, 6\4;Лечение ЛОР-заболеваний;
Кабинет дерматологии и косметологии, ООО Нью-юс;Услуги дерматовенеролога;+7(4162) 51-24-16,8-924-679-43-88,8-914-555-91-54;;;Зейская, 188;Услуги дерматовенеролога | Косметические услуги;
Стоматологический кабинет, ИП Жирноклеева Л.Ю.;Стоматологические центры;+7(4162) 554-003;;;Ленина, 18;Стоматологические центры;
Стоматологический кабинет, ИП Богаченко О.С.;Стоматологические центры;+7(4162) 37-06-83;;;Ленина, 108;Стоматологические центры;
Стоматологический кабинет, ИП Лях О.Б.;Стоматологические центры;;;;Ленина, 41;Стоматологические центры;
Релакс, салон массажа и лечебной физкультуры;Услуги массажиста;+7(4162) 57-43-02,8-914-557-43-02;;;Пролетарская, 102\1;Услуги массажиста;
АКВАЙС-спорт, Амурская региональная общественная организация;Общественные организации;+7(4162) 54-90-40;;;Лазо, 40;Общественные организации;
Агротехэкспорт, ООО, торговая компания;Железобетонные изделия;+7(4162) 42-03-20;;agrotehexport@mail.ru;Лазо, 64;Железобетонные изделия;
Производственная компания, ИП Герасимович И.И.;Металлоизделия;+7(4162) 35-95-39;;;Тепличная, 5\1;Металлоизделия;
Комплекс строй, ремонтно-монтажная компания;Услуги по устройству промышленных / наливных полов;+7(4162) 310-330,8-965-671-03-30;;kstroy-dv@yandex.ru;Чайковского, 7;Кондиционеры | Монтаж климатических систем | Сварочные работы | Ремонт \ отделка помещений | Услуги по устройству промышленных \ наливных полов;
Ролламур, торгово-монтажная компания;Автоматические ворота / двери;+7(4162) 55-30-65;http://rollamur.tiu.ru;rollamur@yandex.ru;Амурская, 212;Автоматические ворота \ двери;
Электроремонт, ООО, торгово-ремонтная компания;Ремонт электродвигателей;+7(4162) 38-06-65,+7(4162) 57-15-96;;;Текстильная, 49\6;Противопожарное оборудование \ инвентарь | Ремонт электродвигателей;
Торговая компания, ИП Пакулов Г.И.;Электротехническая продукция;;;;Зейская, 92;Цветной металлопрокат | Чёрный металлопрокат | Нержавеющий металлопрокат | Электротехническая продукция;
Профнастил, ООО, торгово-производственная компания;Фасадные материалы / конструкции;+7(4162) 33-18-71,+7(4162) 21-13-30,8-961-954-87-25;;;Чайковского, 319;Кровельные материалы | Фасадные материалы \ конструкции;
Буреягэсстрой, ОАО, торгово-строительная компания;Железобетонные изделия;+7(4162) 25-09-02,+7(4162) 59-12-26;http://bgess.ru;bgess@bgess.ru;Пограничная, 138;Железобетонные изделия;
Буреяжилпромстрой, ООО, строительная компания;Строительство административных зданий;;;84162420254@rambler.ru;Политехническая, 159\1;Жилищное строительство | Строительство административных зданий;
Азбука жилья, агентство недвижимости и юридических услуг;Юридическое обслуживание;+7(4162) 553-975,+7(4162) 573-463;;semiyutinae@mail.ru;Ленина, 108;Агентства недвижимости | Юридическое обслуживание;
Квадратный метр, агентство недвижимости;Аренда помещений;+7(4162) 21-24-86,+7(4162) 51-60-10,+7(4162) 501-903;;;Горького, 240\3;Агентства недвижимости;
Раритет плюс, агентство недвижимости;Аренда помещений;+7(4162) 38-91-93,+7(4162) 38-83-82;;raritet_plus@mail.ru;Шевченко, 20;Агентства недвижимости;
Уют, агентство недвижимости;Аренда помещений;+7(4162) 55-00-81;;;Забурхановская, 98;Агентства недвижимости;
Экспресс, агентство недвижимости;Оформление недвижимости / земли;+7(4162) 52-44-13,+7(4162) 31-12-01;;artkom00@mail.ru;Ленина, 159;Агентства недвижимости | Оформление недвижимости \ земли;
Цицерон, агентство недвижимости;Аренда помещений;+7(4162) 50-26-56,8-914-563-34-99;;;Островского, 6;Агентства недвижимости;
Илегор, сервисная компания;Автоматизация торговли;+7(4162) 21-49-11;;sfintisov@gmail.com;Мухина, 31;Автоматизация торговли;
Наяда, производственная компания;Стеллажи / Витрины;+7(4162) 55-22-56;;;Северная, 165\1 лит А2;Изготовление мебели под заказ | Мебель корпусная | Мебель офисная | Стеллажи \ Витрины;
Эксклюзив, монтажная компания;Фасадные работы;+7(4162) 55-98-10,+7(4162) 54-05-11;;;Амурская, 229\1;Кровельные работы | Фасадные работы;
Buono, пиццерия;Кафе / рестораны быстрого питания;+7(4162) 34-40-40;;;Игнатьевское шоссе, 13;Кафе \ рестораны быстрого питания | Доставка готовых блюд;
Биллини, караоке-бар;Бары;+7(4162) 31-61-00;;;Ленина, 100;Караоке-залы;
Рем-Дом, ремонтно-монтажная компания;Электромонтажные работы;+7(4162) 21-90-90,+7(4162) 54-08-03,+7(4162) 55-40-39;;rem-house2007@mail.ru;Мухина, 110а;Ремонт \ отделка помещений | Электромонтажные работы | Монтаж систем отопления \ водоснабжения \ канализации | Кровельные работы | Фасадные работы;
Империал, ООО, производственно-строительная компания;Строительство дач / коттеджей;+7(4162) 50-13-04;;;Заводская, 154;Быстровозводимые здания \ сооружения | Строительство гаражей | Строительство дач \ коттеджей | Кирпич \ Бетоноблоки \ Шлакоблоки | Заборы \ Ограждения;
Сукияки, кафе;Суши-бары / рестораны;+7(4162) 312-112;;;Пионерская, 32\1;Суши-бары \ рестораны | Доставка готовых блюд;
Линия потолков, производственно-монтажная компания;Продажа / монтаж потолков;+7(4162) 34-55-00;;demlki@mail.ru;Зейская, 175\179;Продажа \ монтаж потолков;
Фейерверк-мастер, торговая компания;Салюты;+7(4162) 55-15-49,+7(4162) 34-19-99,8-963-814-19-99;;pan72@bk.ru;Тенистая, 130;Салюты;
Рекламно-информационное агентство, МП;Сварочные работы;+7(4162) 522-373;;mpria522373@mail.ru;Пионерская, 31;Материалы для наружной рекламы | Размещение наружной рекламы | Изготовление рекламных конструкций | Сварочные работы | Наружная реклама от МП;
Мастерская по ремонту обуви, ИП Щека О.П.;Ремонт обуви / кожгалантереи;+7(4162) 38-28-55;;;50 лет Октября, 27;Ремонт обуви \ кожгалантереи;
The Amber Room, парикмахерская;Парикмахерские;+7(4162) 31-77-73,+7(4162) 37-89-37;;;Артиллерийская, 31;Парикмахерские | Ногтевые студии;
BonanZa, цветочный салон;Цветы;+7(4162) 21-33-43;;;Новая, 2;Цветы | Доставка цветов;
Энергосберегающие технологии, торгово-монтажная компания;Электроустановочная продукция;+7(4162) 54-60-67,8-962-295-19-29;;boss.prometei@mail.ru;Кузнечная, 65;Электромонтажные работы | Оборудование для энергосбережения | Электроустановочная продукция | Электротехническая продукция | Кабель \ Провод;
Связной, сеть салонов связи;Фототовары;8-800-700-43-43;http://svyaznoy.ru;;Пионерская, 68\2;Мобильные телефоны | Аксессуары к мобильным телефонам | Компьютеры \ Комплектующие | Фототовары;
Ломбард-Экспресс, ООО;Ломбарды;8-914-380-70-07;;;Пионерская, 72а;Ломбарды;
Диво, кафе;Кафе / рестораны быстрого питания;+7(4162) 51-76-18;;;Пионерская, 150\7;Кафе \ рестораны быстрого питания;
Дальневосточный Стандарт, агентство недвижимости;Аренда помещений;+7(4162) 55-44-80;;;Ломоносова, 179;Агентства недвижимости;
Детская поликлиника №3, Детская городская клиническая больница;Поликлиники детские;+7(4162) 44-40-03,+7(4162) 42-49-78;;;50 лет Октября, 195\1;Поликлиники детские;
Лик, салон-парикмахерская;Парикмахерские;+7(4162) 21-14-13;;;Василенко, 16\1;Парикмахерские | Ногтевые студии;
